"","submission_date","state","tot_cases","new_case","tot_death","new_death","created_at"
"476",2021-03-18,"OK",439237,284,7078,8,"2021-03-19T00:00:00.000"
"477",2020-11-11,"HI",16077,116,221,0,"2020-11-12T14:55:21.007"
"478",2020-05-16,"AR",4578,115,98,0,"2020-05-17T15:27:46.000"
"481",2021-01-13,"AR",262020,2467,4186,65,"2021-01-14T15:12:46.601"
"482",2020-08-23,"HI",6744,169,47,0,"2020-08-24T09:54:34.000"
"483",2021-03-06,"UT",374438,570,1975,5,"2021-03-07T14:51:40.614"
"484",2021-12-25,"WV",319035,0,5251,0,"2021-12-27T14:16:24.412"
"485",2020-06-23,"OK",14955,610,420,6,"2020-06-24T00:00:00.000"
"486",2022-01-13,"HI",152811,3351,1103,4,"2022-01-14T14:51:43.996"
"487",2021-10-12,"KS",420401,1060,6142,0,"2021-10-13T14:39:10.795"
"489",2021-03-02,"CO",439596,851,5959,7,"2021-03-02T00:00:00.000"
"490",2020-07-05,"TX",195239,3449,3903,132,"2020-07-07T00:00:00.000"
"491",2021-03-31,"HI",29779,90,460,1,"2021-04-01T14:13:30.582"
"492",2020-06-29,"WV",2870,38,93,0,"2020-06-30T15:27:33.712"
"493",2021-12-24,"AK",149815,0,945,0,"2021-12-25T14:11:33.833"
"494",2021-11-14,"WV",283075,670,4610,0,"2021-11-15T15:24:41.114"
"495",2021-03-17,"AR",327781,325,5507,14,"2021-03-18T14:01:55.607"
"496",2020-09-09,"MA",123143,181,9177,12,"2020-09-11T00:00:00.000"
"497",2020-04-16,"FL",22827,1198,816,43,"2020-04-16T00:00:00.000"
"498",2020-06-15,"HI",727,3,17,0,"2020-06-16T10:10:11.000"
"499",2020-05-17,"UT",7305,139,80,1,"2020-05-18T16:01:54.000"
"500",2021-05-18,"GA",1116775,767,20532,26,"2021-05-19T14:37:49.094"
"501",2021-01-01,"WV",87820,2486,1361,23,"2021-01-02T14:50:51.219"
"502",2020-11-20,"KS",134533,5939,1410,84,"2020-11-21T14:59:41.222"
"503",2021-10-16,"MA",834307,996,18831,3,"2021-10-18T12:41:38.760"
"504",2021-11-03,"KS",438196,2263,6448,26,"2021-11-04T15:01:34.477"
"506",2020-07-19,"GA",145038,3193,3173,5,"2020-07-20T10:35:44.000"
"509",2021-09-23,"KS",403194,1263,5919,0,"2021-09-24T13:56:18.107"
"511",2020-05-04,"UT",5406,145,56,6,"2020-05-05T17:25:08.000"
"513",2020-12-29,"AK",45033,207,276,2,"2020-12-29T00:00:00.000"
"514",2020-02-07,"WV",0,0,0,0,"2020-03-26T16:22:39.452"
"518",2020-02-04,"MA",1,0,0,0,"2020-03-26T16:22:39.452"
"519",2020-07-01,"TX",168062,8076,3366,99,"2020-07-03T00:00:00.000"
"520",2020-09-25,"WV",14953,247,330,5,"2020-09-26T13:46:07.689"
"521",2020-02-01,"WV",0,0,0,0,"2020-03-26T16:22:39.452"
"522",2021-04-24,"AR",334642,184,5717,1,"2021-04-25T13:42:01.135"
"523",2021-03-14,"WV",135468,319,2530,11,"2021-03-15T14:03:45.324"
"526",2020-10-28,"AK",14165,385,108,3,"2020-10-28T00:00:00.000"
"527",2021-11-07,"TX",4244349,1140,70758,53,"2021-11-08T15:35:12.187"
"530",2021-10-24,"FL",3635150,945,60906,62,"2021-10-24T00:00:00.000"
"533",2020-12-28,"TX",1683426,14829,30438,232,"2020-12-30T00:00:00.000"
"534",2021-08-26,"GA",1358842,10823,22492,92,"2021-08-27T14:08:03.941"
"535",2021-02-28,"AR",322415,3220,5243,-174,"2021-03-01T15:21:38.478"
"536",2020-06-02,"GA",47079,578,2102,28,"2020-06-03T10:11:36.000"
"539",2020-10-20,"AR",100441,844,1728,14,"2020-10-21T13:34:31.370"
"540",2020-12-25,"MA",341925,0,12192,67,"2020-12-27T00:00:00.000"
"541",2022-01-14,"WV",377735,5061,5516,13,"2022-01-15T14:59:30.476"
"545",2021-08-20,"FL",3043691,22160,46159,409,"2021-08-20T00:00:00.000"
"546",2021-06-25,"AK",68218,20,367,0,"2021-06-26T14:17:39.224"
"548",2020-05-31,"GA",45612,729,2052,49,"2020-06-01T10:17:42.000"
"549",2020-05-13,"AK",384,1,10,0,"2020-05-13T00:00:00.000"
"550",2021-12-29,"HI",102925,1554,1074,3,"2021-12-30T14:41:22.486"
"552",2021-07-09,"AK",68791,59,372,2,"2021-07-10T14:17:36.847"
"554",2020-04-08,"KS",1076,176,39,12,"2020-04-07T16:22:39.452"
"555",2021-04-18,"WV",148887,370,2785,5,"2021-04-19T15:04:26.482"
"556",2021-07-12,"HI",37081,56,518,0,"2021-07-13T14:26:25.742"
"558",2021-09-17,"GA",1525114,5592,24577,117,"2021-09-18T13:43:14.051"
"559",2020-07-10,"WV",3983,157,95,0,"2020-07-11T18:25:05.541"
"560",2021-06-11,"WV",162939,94,2849,1,"2021-06-12T14:13:34.935"
"561",2020-01-28,"FL",0,0,0,0,"2020-03-26T16:22:39.452"
"562",2020-11-05,"AK",17263,327,125,0,"2020-11-05T00:00:00.000"
"563",2020-10-18,"HI",13989,82,187,1,"2020-10-19T14:06:44.391"
"565",2020-06-22,"GA",65944,1271,2648,5,"2020-06-23T10:28:19.000"
"566",2020-11-08,"AK",18888,507,133,5,"2020-11-08T00:00:00.000"
"567",2021-05-07,"KS",310582,234,5016,17,"2021-05-10T09:24:52.000"
"568",2020-12-08,"KS",174025,0,1856,0,"2020-12-09T14:45:40.234"
"569",2020-07-13,"UT",30722,545,220,4,"2020-07-14T15:13:07.425"
"571",2021-06-19,"GA",1130725,321,21296,19,"2021-06-18T13:48:26.536"
"573",2021-12-21,"AR",545037,955,8997,15,"2021-12-22T14:47:22.436"
"575",2020-06-06,"GA",50126,583,2160,-14,"2020-06-07T10:23:35.000"
"577",2020-12-13,"AK",40198,641,257,3,"2020-12-13T00:00:00.000"
"578",2021-04-25,"UT",395431,281,2182,2,"2021-04-26T13:45:41.711"
"579",2020-08-05,"OK",45642,696,723,16,"2020-08-06T00:00:00.000"
"580",2021-05-01,"TX",2886713,3486,49980,35,"2021-05-03T00:00:00.000"
"583",2020-11-03,"AR",114161,520,2003,18,"2020-11-04T15:03:00.406"
"584",2020-08-05,"TX",459887,8706,10965,215,"2020-08-07T00:00:00.000"
"586",2021-08-29,"MA",756659,1432,18225,3,"2021-08-30T14:26:22.672"
"588",2021-06-30,"AK",68379,40,370,3,"2021-07-01T14:29:33.934"
"589",2020-12-20,"CO",324174,2277,4368,29,"2020-12-20T00:00:00.000"
"590",2021-02-23,"TX",2606275,11809,45776,145,"2021-02-25T00:00:00.000"
"591",2020-01-31,"TX",0,0,0,0,"2020-03-26T16:22:39.452"
"592",2021-08-09,"UT",440497,674,2503,3,"2021-08-10T15:30:38.175"
"594",2021-10-14,"UT",527654,1253,3050,8,"2021-10-15T13:51:07.670"
"598",2021-08-21,"AR",434027,2520,6645,31,"2021-08-23T12:48:27.632"
"600",2021-03-02,"HI",27532,33,436,0,"2021-03-03T15:20:17.644"
"601",2021-04-07,"OK",443984,251,7175,3,"2021-04-08T00:00:00.000"
"602",2020-11-09,"KS",103553,5920,1181,15,"2020-11-10T14:45:45.196"
"604",2021-05-08,"FL",2225294,3172,36438,54,"2021-05-08T00:00:00.000"
"605",2021-09-17,"CO",650136,2190,7374,25,"2021-09-17T00:00:00.000"
"607",2020-09-04,"KS",45220,1280,481,23,"2020-09-05T14:09:45.109"
"610",2020-05-20,"AK",404,3,11,0,"2020-05-20T00:00:00.000"
"612",2020-09-20,"MA",127540,359,9335,15,"2020-09-22T00:00:00.000"
"613",2020-03-21,"FL",731,203,21,7,"2020-03-21T00:00:00.000"
"615",2020-08-24,"GA",264540,2441,5156,24,"2020-08-25T10:02:54.000"
"616",2021-06-13,"UT",409558,194,2323,0,"2021-06-14T15:07:59.968"
"617",2021-09-15,"AK",94105,1066,453,2,"2021-09-16T14:24:46.593"
"618",2020-02-28,"AK",0,0,0,0,"2020-03-26T16:22:39.452"
"619",2020-08-02,"MA",110430,353,8655,10,"2020-08-04T00:00:00.000"
"620",2021-03-14,"GA",1033786,819,18215,-1,"2021-03-15T14:03:45.324"
"621",2021-11-09,"TX",4251485,5359,70862,96,"2021-11-10T15:25:35.567"
"622",2021-07-16,"TX",3023502,4239,51610,25,"2021-07-17T13:43:02.763"
"623",2021-07-09,"TX",3004105,2397,51518,1,"2021-07-11T00:00:00.000"
"624",2020-10-23,"AK",12169,248,97,2,"2020-10-23T00:00:00.000"
"625",2020-05-08,"FL",38497,771,1828,34,"2020-05-08T00:00:00.000"
"626",2020-10-09,"CO",78606,855,2103,8,"2020-10-09T00:00:00.000"
"627",2021-11-11,"MA",869293,0,19138,0,"2021-11-12T17:03:41.531"
"630",2021-08-22,"AR",435256,1229,6674,29,"2021-08-23T14:39:48.247"
"631",2020-06-13,"HI",716,5,17,0,"2020-06-14T10:19:43.000"
"632",2021-10-14,"KS",422372,910,6151,0,"2021-10-15T13:51:07.670"
"633",2020-07-08,"TX",220564,9979,4422,205,"2020-07-10T00:00:00.000"
"634",2021-11-25,"OK",663916,751,11223,0,"2021-11-26T14:12:52.035"
"635",2021-05-28,"CO",547899,687,6552,7,"2021-05-28T00:00:00.000"
"636",2021-05-23,"TX",2932082,768,50710,38,"2021-05-25T00:00:00.000"
"637",2020-10-27,"GA",379592,2039,7844,17,"2020-10-28T09:52:28.000"
"639",2021-11-12,"AR",518863,515,8560,13,"2021-11-13T14:31:27.149"
"640",2020-10-13,"MA",140412,749,9681,15,"2020-10-15T00:00:00.000"
"641",2021-03-19,"OK",439480,243,7081,3,"2021-03-20T00:00:00.000"
"642",2021-03-17,"UT",379780,699,2037,5,"2021-03-18T14:01:55.607"
"643",2021-04-28,"CO",514762,1822,6272,8,"2021-04-28T00:00:00.000"
"644",2020-10-03,"GA",340362,1538,7134,28,"2020-10-04T09:35:23.000"
"647",2021-09-14,"OK",587687,1966,8489,39,"2021-09-15T14:35:57.330"
"648",2021-01-14,"MA",454402,5955,13624,70,"2021-01-16T00:00:00.000"
"649",2021-10-23,"MA",842652,0,18911,0,"2021-10-25T15:25:56.107"
"650",2020-07-03,"TX",183532,7555,3623,135,"2020-07-05T00:00:00.000"
"651",2020-02-21,"CO",0,0,0,0,"2020-03-26T16:22:39.452"
"654",2020-08-03,"OK",44062,377,700,11,"2020-08-04T00:00:00.000"
"655",2021-02-15,"TX",2563949,3889,44427,160,"2021-02-17T00:00:00.000"
"657",2021-11-13,"UT",571507,0,3347,0,"2021-11-15T13:35:54.283"
"659",2021-04-12,"AK",62566,78,341,0,"2021-04-12T00:00:00.000"
"661",2020-05-30,"AK",435,3,12,1,"2020-05-30T00:00:00.000"
"664",2020-06-15,"WV",2322,32,88,0,"2020-06-16T14:10:11.939"
"665",2022-01-06,"FL",4562077,76791,63014,25,"2022-01-06T00:00:00.000"
"669",2021-06-22,"MA",709476,33,17977,1,"2021-06-23T15:24:06.521"
"671",2020-04-10,"TX",11671,1441,351,29,"2020-04-12T00:00:00.000"
"672",2020-07-29,"GA",182243,3567,3642,79,"2020-07-30T10:42:43.000"
"673",2021-04-04,"KS",302873,0,4932,0,"2021-04-05T13:43:02.042"
"674",2021-05-26,"GA",1121472,549,20735,36,"2021-05-27T13:41:41.416"
"675",2020-10-16,"OK",113629,1329,1611,14,"2020-10-17T00:00:00.000"
"676",2020-01-31,"HI",0,0,0,0,"2020-03-26T16:22:39.452"
"677",2021-11-23,"CO",814468,2655,9012,61,"2021-11-24T15:13:47.034"
"678",2021-08-12,"CO",589343,1636,7023,10,"2021-08-12T00:00:00.000"
"679",2021-12-29,"WV",325514,1976,5305,17,"2021-12-30T14:41:22.486"
"680",2021-07-12,"FL",2381403,6434,38736,39,"2021-07-12T00:00:00.000"
"681",2021-05-20,"KS",312793,202,5053,0,"2021-05-21T14:08:46.635"
"682",2020-04-05,"GA",6649,296,219,11,"2020-04-04T12:22:39.000"
"683",2020-04-17,"MA",34402,2221,1938,175,"2020-04-19T00:00:00.000"
"684",2022-01-03,"KS",534399,14855,7044,43,"2022-01-04T14:43:16.993"
"685",2020-05-13,"TX",42403,1355,1430,41,"2020-05-15T00:00:00.000"
"686",2021-02-13,"UT",360584,943,1790,5,"2021-02-14T14:51:00.941"
"687",2021-10-12,"MA",828110,1160,18783,10,"2021-10-13T14:39:10.795"
"690",2021-01-01,"OK",329026,3502,4619,55,"2021-01-02T00:00:00.000"
"693",2020-08-01,"GA",194466,3732,3825,73,"2020-08-02T10:54:37.000"
"694",2022-01-14,"CO",1103720,14226,10616,34,"2022-01-15T14:59:30.476"
"695",2021-03-02,"UT",371979,487,1949,9,"2021-03-03T15:20:17.644"
"696",2021-09-03,"KS",377123,1977,5630,49,"2021-09-04T13:18:29.647"
"697",2020-10-27,"AR",107679,952,1857,24,"2020-10-28T13:52:28.313"
"698",2020-04-03,"MA",10402,1436,273,39,"2020-04-05T00:00:00.000"
"699",2021-02-27,"TX",2640209,11093,46301,113,"2021-03-01T00:00:00.000"
"700",2021-02-09,"MA",546896,1593,15329,46,"2021-02-11T00:00:00.000"
"701",2022-01-05,"OK",731155,6280,11650,0,"2022-01-06T14:32:45.907"
"702",2020-11-08,"CO",137263,3500,2394,5,"2020-11-08T00:00:00.000"
"703",2020-06-18,"WV",2418,42,88,0,"2020-06-19T15:01:11.041"
"704",2020-04-11,"KS",1279,38,56,4,"2020-04-10T16:22:39.452"
"706",2021-06-09,"AR",342927,201,5854,2,"2021-06-10T14:48:23.402"
"708",2021-11-19,"CO",804734,3720,8878,44,"2021-11-20T14:50:36.735"
"709",2020-02-27,"HI",0,0,0,0,"2020-03-26T16:22:39.452"
"710",2021-08-21,"FL",3061647,17956,46534,375,"2021-08-21T00:00:00.000"
"711",2021-02-15,"UT",361756,462,1796,2,"2021-02-16T14:53:06.974"
"713",2021-06-05,"MA",707940,217,17907,4,"2021-06-06T13:36:52.304"
"715",2022-01-09,"WV",357980,2108,5421,0,"2022-01-10T15:08:19.537"
"716",2020-11-05,"TX",1008438,10171,20137,149,"2020-11-07T00:00:00.000"
"717",2021-10-04,"KS",413119,607,6071,1,"2021-10-05T13:39:21.219"
"718",2020-07-18,"TX",317730,10158,6676,216,"2020-07-20T00:00:00.000"
"719",2021-08-09,"OK",501353,1670,7596,12,"2021-08-10T15:30:38.175"
"720",2021-04-01,"FL",2029809,6311,34494,67,"2021-04-01T00:00:00.000"
"721",2021-07-07,"CO",562759,361,6824,7,"2021-07-07T00:00:00.000"
"723",2021-06-23,"FL",2319046,1913,38139,23,"2021-06-23T00:00:00.000"
"727",2021-07-04,"OK",459298,224,7404,2,"2021-07-05T14:30:02.367"
"728",2021-01-15,"OK",374197,2722,5438,54,"2021-01-16T00:00:00.000"
"729",2020-05-29,"GA",44145,626,1971,-2,"2020-05-30T11:47:59.000"
"730",2021-03-11,"CO",448837,1236,6021,18,"2021-03-11T00:00:00.000"
"732",2021-02-08,"AR",307373,637,5106,30,"2021-02-09T15:24:29.092"
"733",2021-09-07,"OK",572223,1300,8217,23,"2021-09-08T15:20:52.224"
"734",2020-06-06,"AR",9101,450,154,2,"2020-06-07T14:23:35.373"
"735",2021-01-04,"CO",355913,2067,4944,10,"2021-01-04T00:00:00.000"
"736",2021-04-04,"FL",2043926,3517,34637,30,"2021-04-04T00:00:00.000"
"737",2020-08-27,"AK",5002,85,52,2,"2020-08-27T00:00:00.000"
"738",2020-06-30,"AR",20777,520,270,5,"2020-07-01T15:45:16.790"
"739",2021-07-22,"OK",471176,1194,7467,5,"2021-07-23T13:48:31.666"
"741",2021-06-03,"UT",406825,343,2308,3,"2021-06-04T14:56:57.843"
"742",2021-07-05,"WV",164242,31,2899,0,"2021-07-06T13:52:24.339"
"743",2020-12-10,"AK",38435,608,247,5,"2020-12-10T00:00:00.000"
"744",2020-05-19,"OK",6319,105,323,5,"2020-05-20T00:00:00.000"
"747",2020-12-02,"FL",1009837,10635,20244,96,"2020-12-02T00:00:00.000"
"748",2020-07-13,"OK",29066,462,496,1,"2020-07-14T00:00:00.000"
"749",2021-06-18,"UT",411034,288,2326,2,"2021-06-18T00:00:00.000"
"750",2020-06-14,"CO",29522,120,1599,1,"2020-06-14T00:00:00.000"
"752",2020-09-26,"MA",130050,569,9421,21,"2020-09-28T00:00:00.000"
"754",2021-12-04,"KS",474479,0,6730,0,"2021-12-06T13:50:49.266"
"756",2021-06-07,"HI",35391,31,502,0,"2021-06-08T15:05:30.028"
"757",2021-12-11,"FL",3714988,2254,62348,26,"2021-12-11T00:00:00.000"
"758",2021-07-23,"MA",715180,624,18046,5,"2021-07-24T14:21:11.369"
"760",2020-10-15,"FL",735997,3371,17316,46,"2020-10-15T00:00:00.000"
"761",2021-11-24,"CO",817376,2908,9064,52,"2021-11-25T14:14:48.693"
"762",2020-11-23,"TX",1201257,7641,22970,179,"2020-11-25T00:00:00.000"
"764",2020-04-25,"OK",3890,102,214,5,"2021-05-26T13:02:35.928"
"765",2020-12-15,"HI",19177,52,272,0,"2020-12-16T14:28:57.146"
"766",2020-07-23,"AR",36259,1013,386,6,"2020-07-24T14:18:40.590"
"767",2021-03-08,"MA",592344,988,16517,38,"2021-03-10T00:00:00.000"
"770",2021-06-10,"CO",553669,472,6666,15,"2021-06-10T00:00:00.000"
"771",2022-01-13,"UT",739206,12990,3943,7,"2022-01-14T14:51:43.996"
"773",2021-02-19,"AR",314713,268,5336,13,"2021-02-20T14:45:37.694"
"774",2020-04-14,"WV",694,68,10,1,"2020-04-13T16:22:39.452"
"775",2020-09-23,"GA",325550,1691,6773,96,"2020-09-24T09:54:02.000"
"778",2020-08-17,"WV",8632,68,160,0,"2020-08-18T14:26:55.280"
"781",2020-09-12,"MA",124540,554,9218,8,"2020-09-14T00:00:00.000"
"782",2021-04-29,"FL",2188986,5260,35953,60,"2021-04-29T00:00:00.000"
"783",2020-05-27,"GA",42681,709,1909,35,"2020-05-28T11:12:25.000"
"784",2021-07-07,"TX",2997665,1846,51517,6,"2021-07-09T00:00:00.000"
"787",2021-07-12,"AR",357473,671,5955,3,"2021-07-13T14:26:25.742"
"788",2021-06-12,"OK",454785,187,7354,24,"2021-06-13T13:40:53.785"
"789",2020-08-21,"HI",6328,280,45,0,"2020-08-22T10:21:09.000"
"790",2021-04-22,"AR",334222,513,5711,5,"2021-04-23T13:57:50.369"
"791",2021-10-09,"GA",1604419,1752,27189,47,"2021-10-11T13:19:41.679"
"793",2021-04-06,"OK",443733,289,7172,5,"2021-04-07T00:00:00.000"
"797",2021-09-09,"MA",775149,2407,18332,18,"2021-09-10T14:35:13.034"
"798",2020-06-19,"FL",90081,3990,3296,26,"2020-06-19T00:00:00.000"
"799",2021-11-17,"FL",3674503,1998,61790,31,"2021-11-17T00:00:00.000"
"800",2020-11-26,"AK",29292,636,189,4,"2020-11-26T00:00:00.000"
"801",2020-02-23,"FL",0,0,0,0,"2020-03-26T16:22:39.452"
"802",2021-01-25,"AR",284702,636,4650,44,"2021-01-26T14:46:01.604"
"805",2021-01-08,"OK",354099,3375,5015,64,"2021-01-09T00:00:00.000"
"806",2021-10-02,"KS",411907,605,6069,1,"2021-10-04T12:47:32.678"
"807",2020-03-21,"GA",701,86,20,6,"2020-03-26T12:22:39.000"
"808",2020-04-25,"KS",3056,279,117,6,"2020-05-25T15:38:40.000"
"809",2020-05-23,"TX",54509,1060,1700,16,"2020-05-25T00:00:00.000"
"810",2021-08-10,"MA",730381,1334,18112,14,"2021-08-11T15:30:51.957"
"811",2021-09-25,"WV",233426,1758,3523,0,"2021-09-27T13:21:43.831"
"812",2021-09-10,"KS",387152,2151,5766,73,"2021-09-11T13:20:03.309"
"814",2021-04-12,"FL",2092726,9023,35035,60,"2021-04-12T00:00:00.000"
"815",2021-04-04,"UT",387341,344,2192,60,"2021-04-05T13:43:02.042"
"816",2020-11-10,"AK",19898,551,136,0,"2020-11-10T00:00:00.000"
"819",2020-03-04,"GA",7,2,0,0,"2020-03-26T12:22:39.000"
"821",2021-08-01,"AK",72753,234,382,0,"2021-08-02T14:03:57.634"
"822",2021-01-18,"UT",324919,1082,1500,7,"2021-01-19T14:37:00.036"
"823",2021-07-23,"OK",472498,1322,7468,1,"2021-07-24T14:21:11.369"
"826",2021-03-20,"FL",1967464,3946,33858,51,"2021-03-20T00:00:00.000"
"828",2021-04-08,"GA",1069689,1490,19374,69,"2021-04-09T14:11:49.640"
"829",2021-09-02,"MA",763673,1767,18272,15,"2021-09-03T13:38:30.847"
"830",2020-07-29,"MA",109096,356,8601,14,"2020-07-31T00:00:00.000"
"831",2021-12-25,"CO",886250,0,10074,0,"2021-12-27T14:16:24.412"
"832",2021-03-22,"OK",440178,221,7100,5,"2021-03-23T00:00:00.000"
"833",2020-10-31,"WV",24460,470,457,6,"2020-11-01T15:03:08.429"
"834",2020-06-15,"TX",89108,1254,2359,30,"2020-06-17T00:00:00.000"
"835",2021-02-27,"MA",579680,1700,16180,51,"2021-03-01T00:00:00.000"
"836",2020-05-01,"MA",64311,2106,4304,179,"2020-05-03T00:00:00.000"
"837",2021-03-02,"OK",433922,484,6937,12,"2021-03-03T00:00:00.000"
"838",2020-07-30,"HI",2085,122,26,0,"2020-07-31T10:35:06.000"
"839",2020-09-30,"OK",94294,1086,1374,13,"2020-10-01T00:00:00.000"
"840",2020-04-21,"OK",3531,157,181,10,"2020-04-22T00:00:00.000"
"841",2020-09-20,"UT",64355,817,440,1,"2020-09-21T13:47:41.215"
"842",2021-05-01,"HI",32882,188,480,0,"2021-05-02T14:13:07.137"
"843",2020-09-09,"OK",71648,1357,1133,8,"2020-09-10T00:00:00.000"
"845",2021-09-24,"UT",500698,1672,2869,9,"2021-09-25T13:25:43.343"
"846",2021-02-28,"WV",131855,275,2300,3,"2021-03-01T15:21:38.478"
"848",2020-01-23,"AR",0,0,0,0,"2020-03-26T16:22:39.452"
"850",2021-02-17,"KS",288717,1267,4521,115,"2021-02-18T14:43:57.648"
"851",2021-04-22,"FL",2152316,4853,35587,61,"2021-04-22T00:00:00.000"
"852",2020-06-02,"OK",7685,192,368,2,"2020-06-03T00:00:00.000"
"853",2020-09-27,"HI",12167,90,131,0,"2020-09-28T09:50:59.000"
"854",2020-07-27,"KS",26172,1063,335,9,"2020-07-28T14:21:07.479"
"856",2021-07-07,"FL",2354658,4818,38554,27,"2021-07-07T00:00:00.000"
"858",2021-06-21,"CO",557257,206,6736,5,"2021-06-21T00:00:00.000"
"860",2020-11-10,"CO",145188,3922,2427,19,"2020-11-10T00:00:00.000"
"862",2021-12-27,"OK",700033,3660,11555,219,"2021-12-28T17:00:54.976"
"864",2020-04-19,"AR",1781,4,40,-1,"2020-04-19T16:22:39.452"
"865",2021-02-23,"FL",1847604,7029,32062,98,"2021-02-23T00:00:00.000"
"866",2020-10-17,"AR",98422,883,1684,19,"2020-10-18T13:26:54.146"
"867",2020-06-20,"UT",17400,574,155,-1,"2020-06-21T14:32:57.913"
"869",2020-07-21,"AR",34665,738,374,11,"2020-07-22T14:51:28.800"
"870",2020-03-30,"HI",252,22,0,0,"2020-03-29T12:22:39.000"
"871",2021-09-25,"CO",662248,1364,7472,0,"2021-09-27T13:21:43.831"
"872",2020-02-17,"KS",0,0,0,0,"2020-03-26T16:22:39.452"
"875",2021-05-14,"CO",537061,1170,6432,9,"2021-05-14T00:00:00.000"
"876",2020-12-10,"AR",178854,2202,2820,34,"2020-12-11T15:06:51.565"
"877",2020-09-02,"WV",10642,135,230,8,"2020-09-03T14:18:16.891"
"880",2021-10-28,"FL",3643512,2073,61093,45,"2021-10-28T00:00:00.000"
"883",2020-06-21,"AR",15561,419,225,1,"2020-06-22T15:24:02.542"
"884",2020-10-01,"GA",337302,1585,7063,42,"2020-10-02T09:40:08.000"
"885",2020-04-13,"HI",513,6,9,0,"2020-04-12T12:22:39.000"
"887",2020-03-01,"HI",0,0,0,0,"2020-03-26T16:22:39.452"
"888",2021-08-26,"UT",458589,1491,2615,10,"2021-08-27T14:08:03.941"
"889",2021-04-25,"FL",2167778,3549,35748,44,"2021-04-25T00:00:00.000"
"890",2020-11-08,"HI",15834,127,220,1,"2020-11-09T14:38:54.660"
"891",2021-07-26,"AK",71286,179,377,0,"2021-07-27T14:48:23.791"
"893",2020-08-13,"MA",113517,319,8803,12,"2020-08-15T00:00:00.000"
"894",2021-08-31,"AK",84597,606,431,4,"2021-09-01T14:27:14.242"
"898",2020-05-09,"TX",37860,1251,1295,27,"2020-05-11T00:00:00.000"
"899",2021-08-31,"UT",464422,1218,2634,6,"2021-09-01T14:27:14.242"
"902",2021-07-10,"KS",320661,224,5179,3,"2021-07-12T13:16:46.339"
"904",2020-12-23,"GA",608290,7773,10519,56,"2020-12-24T14:31:20.111"
"905",2021-02-17,"WV",128405,288,2225,9,"2021-02-18T14:43:57.648"
"906",2020-04-06,"OK",2161,58,76,13,"2020-04-07T00:00:00.000"
"907",2020-10-02,"TX",756004,3503,17034,61,"2020-10-04T00:00:00.000"
"909",2020-03-24,"GA",1259,182,38,7,"2020-03-26T12:22:39.000"
"910",2020-09-21,"TX",698387,9853,16380,72,"2020-09-23T00:00:00.000"
"913",2020-06-15,"FL",77664,2690,3161,33,"2020-06-15T00:00:00.000"
"914",2020-05-04,"AR",3469,38,80,4,"2020-05-05T17:25:08.000"
"915",2020-07-06,"MA",104659,157,8248,24,"2020-07-08T00:00:00.000"
"916",2021-12-22,"FL",3835643,27963,62577,20,"2021-12-22T00:00:00.000"
"917",2020-10-21,"MA",146166,702,9830,18,"2020-10-23T00:00:00.000"
"918",2021-08-30,"MA",758094,1435,18229,4,"2021-08-31T14:57:22.851"
"920",2021-07-18,"FL",2429319,7119,39042,55,"2021-07-18T00:00:00.000"
"922",2020-12-18,"AK",42334,487,266,1,"2020-12-18T00:00:00.000"
"923",2020-04-21,"AR",2262,298,43,1,"2020-04-21T16:22:39.452"
"924",2020-08-18,"MA",114786,175,8870,12,"2020-08-20T00:00:00.000"
"925",2021-12-06,"TX",4346792,3874,72989,3,"2021-12-07T14:35:03.419"
"926",2020-09-03,"MA",121546,415,9112,11,"2020-09-05T00:00:00.000"
"927",2022-01-04,"TX",4798692,53553,74796,60,"2022-01-05T16:16:33.237"
"928",2021-10-11,"GA",1607923,1752,27283,47,"2021-10-12T14:00:10.316"
"930",2020-06-23,"UT",18660,525,163,3,"2020-06-24T15:03:27.381"
"931",2021-11-26,"CO",821859,1428,9100,19,"2021-11-27T14:19:28.241"
"932",2021-06-03,"KS",314689,166,5080,0,"2021-06-04T14:56:57.843"
"933",2021-08-22,"TX",3445183,11832,53994,66,"2021-08-23T14:39:48.247"
"935",2021-04-30,"CO",518686,1819,6295,11,"2021-04-30T00:00:00.000"
"936",2020-02-29,"CO",0,0,0,0,"2020-03-26T16:22:39.452"
"937",2020-06-10,"OK",9318,282,389,4,"2020-06-11T00:00:00.000"
"938",2021-10-27,"CO",733343,3385,8131,23,"2021-10-28T14:08:30.340"
"939",2020-05-06,"KS",5734,276,144,7,"2020-05-07T22:59:02.953"
"940",2021-12-07,"KS",477789,0,6743,0,"2021-12-08T15:02:11.336"
"941",2021-09-14,"FL",3454227,10783,55120,249,"2021-09-14T00:00:00.000"
"942",2020-10-21,"UT",98006,1363,557,6,"2020-10-22T13:34:46.095"
"943",2020-02-02,"OK",0,0,0,0,"2020-03-26T16:22:39.452"
"944",2021-07-08,"TX",3001708,4043,51517,0,"2021-07-10T00:00:00.000"
